Date,Close,High,Low,Open,Volume,Return,MA10,MA50,Volatility,Target
2004-10-28,4.797684669494629,4.824739014714589,4.606572388951211,4.633377500875172,593278128,0.03941512848532702,4.100195908546448,3.153287434577942,0.5168334046898515,0
2004-10-29,4.731664180755615,4.96273748970469,4.730671503959039,4.936428007632107,845653500,-0.013760906205194212,4.215682935714722,3.198112168312073,0.51591137321809,1
2004-11-01,4.865443229675293,4.906148179621196,4.747300978647223,4.803890175762094,488507004,0.028273149532415554,4.332013773918152,3.241656198501587,0.5183959304982585,0
2004-11-02,4.836651802062988,4.945362430388716,4.798676598865925,4.9336967059963035,453398148,-0.005917534385500578,4.448493528366089,3.2840833139419554,0.48325087656352594,0
2004-11-03,4.757229328155518,5.003690337107454,4.734394921731066,4.918805820695762,554992452,-0.016420961681300805,4.57552182674408,3.3271706676483155,0.3513728011415084,0
2004-11-04,4.584233283996582,4.725706983696114,4.550726305338438,4.677060147482808,575807616,-0.03636487380060993,4.663185691833496,3.3662371683120726,0.17672777309211693,0
2004-11-05,4.203248023986816,4.524665292116014,4.183392125497039,4.516722932720103,792530676,-0.08310773828630702,4.655541229248047,3.3967358541488646,0.19578494976901636,1
2004-11-08,4.2826714515686035,4.354400497822008,4.204488824744394,4.242463554269084,447224328,0.018895727096887693,4.618683671951294,3.4296966695785525,0.2286225308762314,0
2004-11-09,4.18711519241333,4.34844382410471,4.101982885913413,4.321142142974481,442125432,-0.02231230208431567,4.5861695289611815,3.462801432609558,0.2655742824126135,0
2004-11-10,4.166266918182373,4.281926758450156,4.128291714229893,4.2360101409535025,425334240,-0.0049791499094011815,4.541220808029175,3.4953105354309084,0.296274342505678,1
2004-11-11,4.542535781860352,4.56065414122134,4.159067948883255,4.197787068698542,598820580,0.0903131918974922,4.515705919265747,3.5363973712921144,0.2823953681703974,0
2004-11-12,4.5172200202941895,4.710815150508843,4.403047538882255,4.597387531319065,669174156,-0.005573046153484418,4.4942615032196045,3.5763524341583253,0.2721294601385003,1
2004-11-15,4.5884528160095215,4.674081710127864,4.436555298833543,4.4787495002592745,475583940,0.015769166743109686,4.4665624618530275,3.6184767436981202,0.24265058282358548,0
2004-11-16,4.282423973083496,4.454425198077246,4.239981485894158,4.405530548596009,835859304,-0.06669543203283324,4.411139678955078,3.6537011432647706,0.20979825302984612,0
2004-11-17,4.281430244445801,4.405529952836435,4.194560401279522,4.195057448970775,724590684,-0.00023204816803312767,4.363559770584106,3.6885482549667357,0.17338005078135507,0
2004-11-18,4.158324241638184,4.329084482806958,4.11339935840406,4.2265786806284105,664518816,-0.028753476240169884,4.320968866348267,3.720928292274475,0.16527107351397188,1
2004-11-19,4.204489707946777,4.218885650628978,4.133008461145076,4.1970439220864435,350421228,0.011101940018608758,4.321093034744263,3.7527325105667115,0.16517324006491235,0
2004-11-22,4.097764015197754,4.206971701461431,4.003696659562461,4.082127582650547,494233272,-0.025383744559370536,4.302602291107178,3.7813250398635865,0.1796664656823941,1
2004-11-23,4.157827854156494,4.23998167054769,4.132511995289163,4.1689965319635345,496035468,0.01465771057971521,4.299673557281494,3.8091382074356077,0.18198197188753304,1
2004-11-24,4.337523937225342,4.398333551982108,4.281679598406166,4.339013661885158,610628760,0.04321874049913088,4.316799259185791,3.840292134284973,0.1759922239689069,1
2004-11-26,4.452439785003662,4.468324504211964,4.3514222780698395,4.363335817476066,258944796,0.02649342100272767,4.307789659500122,3.87276647567749,0.1651225174050679,1
2004-11-29,4.493641376495361,4.540798964984019,4.405778835430148,4.476516164020055,426237336,0.009253711106991469,4.305431795120239,3.9043175268173216,0.16193729967390616,1
2004-11-30,4.516722679138184,4.542039480335731,4.4737845670869305,4.485201530729424,307692000,0.005136436290521962,4.2982587814331055,3.935401940345764,0.1490867083208079,0
2004-12-01,4.466587066650391,4.529629363416247,4.456410594115787,4.515977813263637,314249436,-0.011099997951913076,4.316675090789795,3.9662381649017333,0.1580202818652346,0
2004-12-02,4.452688694000244,4.505058906535437,4.431591825673933,4.465098811280406,250185564,-0.003111631418520444,4.33380093574524,3.9965283823013307,0.16297860825444857,1
2004-12-03,4.477508544921875,4.493889366918022,4.408012185205042,4.466338921285156,234533232,0.005574126696769488,4.365719366073608,4.026103758811951,0.15589533011011245,0
2004-12-06,4.3754987716674805,4.484953798784374,4.368796902987024,4.445986861382201,249909840,-0.022782708783456784,4.382820272445679,4.054130382537842,0.1452608418894479,0
2004-12-07,4.254874229431152,4.373264782344205,4.2330325001654225,4.368300924939626,274561164,-0.027568181030561356,4.398531293869018,4.08052387714386,0.11669102977193657,0
2004-12-08,4.21888542175293,4.310718194500499,4.18785989689927,4.228068273392085,301370328,-0.00845825416631274,4.404637050628662,4.101928553581238,0.1035550624793642,1
2004-12-09,4.304512977600098,4.306250989479984,4.181406876809446,4.225586429403548,305853840,0.02029625061767848,4.401335954666138,4.1229509925842285,0.10641874644250603,0
2004-12-10,4.260334491729736,4.34050200632932,4.251399455164222,4.304513099720393,172515312,-0.01026329484897781,4.382125425338745,4.143824529647827,0.11328622209754154,0
2004-12-13,4.230550289154053,4.298308633172902,4.205729587776683,4.273240590240737,192551256,-0.006991047917364601,4.355816316604614,4.162623119354248,0.11504657780288657,1
2004-12-14,4.435067176818848,4.438293495032979,4.209453799222726,4.244201747693131,443092464,0.04834285700116103,4.347650766372681,4.184280972480774,0.1047984917260049,1
2004-12-15,4.4621195793151855,4.484705693469847,4.384681338519663,4.417691740295185,458381160,0.006099660144435859,4.34720401763916,4.204836797714234,0.10424319033491787,0
2004-12-16,4.379965305328369,4.479741846000043,4.367059089479505,4.3918788444800265,342569088,-0.018411490890484994,4.339931678771973,4.2243899059295655,0.09844186128476339,1
2004-12-17,4.4695658683776855,4.479989683143681,4.3819511538208005,4.3871628247396,295152552,0.02045691159706542,4.339137411117553,4.244856386184693,0.09723312243315639,1
2004-12-20,4.592175483703613,4.677556086215879,4.5139928515143675,4.517220114949603,392986620,0.027432108382918097,4.360805082321167,4.268331022262573,0.12609509584527365,0
2004-12-21,4.560654640197754,4.663161405951681,4.551968363598543,4.624193521542404,220431348,-0.006864032878908577,4.391383123397827,4.2924013471603395,0.13435776990088907,1
2004-12-22,4.623945236206055,4.637596788469697,4.542288466409581,4.564377534918482,156123720,0.013877524391006313,4.4318891048431395,4.3166752052307125,0.13759458440054922,1
2004-12-23,4.663656711578369,4.681031155285805,4.616499601626832,4.652488034388679,144439416,0.008588223550177077,4.467803478240967,4.340005884170532,0.1471898058373741,1
2004-12-27,4.763185501098633,4.7976842098298285,4.693440856748292,4.694681347967971,243919836,0.02134136272791376,4.5180885791778564,4.364781098365784,0.15416614262366948,1
2004-12-28,4.784282207489014,4.803890293594545,4.740847040652943,4.768149672498736,165666168,0.004429117107766389,4.5734617710113525,4.388930864334107,0.13801113947331695,1
2004-12-29,4.787755966186523,4.803145056466096,4.75995770750358,4.75995770750358,107016876,0.0007260772978801011,4.60873064994812,4.410643286705017,0.14366383281737713,1
2004-12-30,4.904409408569336,4.920046311749382,4.761695237206736,4.7894934930747475,235935828,0.02436495159876073,4.652959632873535,4.4352943897247314,0.1605970681548826,0
2004-12-31,4.785027027130127,4.960999442220371,4.779318307965852,4.944866907373899,306433260,-0.024341846590257288,4.693465805053711,4.461256003379821,0.1327617576322695,1
2005-01-03,5.0312395095825195,5.054321724679223,4.851294520044957,4.899445722332966,633134232,0.05145477362121853,4.749633169174194,4.487728900909424,0.1456950104047811,0
2005-01-04,4.827467918395996,5.036699963897833,4.802152533028159,4.998725703525029,549685764,-0.04050127027314432,4.773162412643432,4.498684406280518,0.1361259208731083,0
2005-01-05,4.802896976470947,4.887035191320229,4.771127539732416,4.801407252079403,329134536,-0.005089819826956554,4.797386646270752,4.501717405319214,0.11383655583034887,0
2005-01-06,4.679790019989014,4.862216015539497,4.659190203237735,4.841864486216347,415068516,-0.025631812858994407,4.802971124649048,4.505068073272705,0.10544299818168487,1
2005-01-07,4.81133508682251,4.821263272519705,4.685498300736219,4.731663678482008,386129484,0.028109181452933063,4.817738962173462,4.508979692459106,0.09341936077734056,1
2005-01-10,4.841366767883301,4.916819178663141,4.761199261264251,4.827467403117566,301282416,0.006241860215274286,4.825557088851928,4.50985333442688,0.09160031219757331,0
2005-01-11,4.803640365600586,4.907140267086614,4.794705329850935,4.855265699717335,278069652,-0.007792510687887666,4.827492904663086,4.511292858123779,0.0908324512802691,1
2005-01-12,4.84930944442749,4.862960522693307,4.728188697761921,4.823248724945842,326784888,0.00950718108581694,4.833648252487182,4.5109701824188235,0.08992148544992393,0
2005-01-13,4.848068714141846,4.899198424716486,4.816299274411545,4.8493096783232845,273702024,-0.0002558571070506721,4.828014183044433,4.5111985206604,0.08670271239450698,1
2005-01-14,4.96323299407959,4.964226143779668,4.818285159995309,4.864698355978967,385226388,0.02375467154617872,4.84583477973938,4.515318593978882,0.09481955825414623,1
2005-01-18,5.060776233673096,5.088574495604163,4.930719015549422,4.988053551500853,526377096,0.019653165529375904,4.848788452148438,4.524849452972412,0.10146395671563739,0
2005-01-19,4.896963119506836,5.095523034548213,4.882320311828152,5.0793890837711855,449857692,-0.03236916761430586,4.855737972259521,4.538723754882812,0.10221854894152284,0
2005-01-20,4.81307315826416,4.870903321154796,4.7654189966731355,4.777828639007188,359703936,-0.01713101757056401,4.856755590438842,4.5493317890167235,0.10168330234340146,0
2005-01-21,4.673089027404785,4.848813624420941,4.669117847399175,4.828461149544028,369965664,-0.029084147748516753,4.85608549118042,4.559051265716553,0.10299274445916895,0
2005-01-24,4.485450744628906,4.6991495957149985,4.475523031401669,4.683264876208688,560347092,-0.04015294416081017,4.82349705696106,4.565434942245483,0.15642357200651522,0
2005-01-25,4.396098613739014,4.5231773192806894,4.375498797374719,4.515730588290465,425941632,-0.01992043519748532,4.778970241546631,4.562506198883057,0.20621960643508555,1
2005-01-26,4.696915626525879,4.701135093523893,4.446482551461157,4.449461054392506,491823684,0.06842817671258095,4.76829776763916,4.566100111007691,0.2075583084170389,0
2005-01-27,4.668124675750732,4.687483525949217,4.5966434432276415,4.6850020707532565,264830904,-0.006129756858426316,4.750179290771484,4.567693548202515,0.207608880954032,1
2005-01-28,4.724218368530273,4.832432918642845,4.624938856287436,4.716276007550847,487839672,0.01201632275824327,4.737794256210327,4.57652943611145,0.20479549868205665,1
2005-01-31,4.855266571044922,4.873634166488795,4.758469938945566,4.8073645934117,383484132,0.027739658138499212,4.72699761390686,4.588006162643433,0.19415978868908523,0
2005-02-01,4.762936592102051,4.881079319199801,4.731416384351639,4.824490120580303,752806440,-0.019016459259620144,4.697213649749756,4.60009840965271,0.15645191303317305,1
2005-02-02,5.111903667449951,5.380951204003718,5.054818847351195,5.349926629352307,1310660028,0.07326720996591907,4.718707704544068,4.618246688842773,0.1965657441679221,1
2005-02-03,5.233521938323975,5.2958203266160995,5.108181245329644,5.112649000145939,519004476,0.023791189894369014,4.760752582550049,4.640961847305298,0.2552110161336686,0
2005-02-04,5.0721917152404785,5.156331346579327,5.028508740916794,5.124561910707556,592179228,-0.030826320207451352,4.800662851333618,4.659249124526977,0.2707140975950479,0
2005-02-07,4.865443229675293,5.122825068981191,4.852537012828265,5.094531179816401,517897584,-0.040761173309748044,4.838662099838257,4.669807510375977,0.24720066074749997,1
2005-02-08,4.930222511291504,4.964474348902739,4.828212333577928,4.888524889332995,458740800,0.013314158352749628,4.892074489593506,4.6793631649017335,0.1926325044654001,0
